op_name,shape,count
aten::mul,"[[13], []]",200
aten::mul,"[[159882], []]",200
aten::mul,"[[16, 6, 49, 32], []]",200
aten::mul,"[[2, 24, 49, 32], []]",200
aten::mul,"[[200], []]",200
aten::mul,"[[256, 3, 49, 32], []]",200
aten::mul,"[[25], []]",200
aten::mul,"[[32, 6, 49, 32], []]",200
aten::mul,"[[4, 24, 49, 32], []]",200
aten::mul,"[[50], []]",200
aten::mul,"[[512, 3, 49, 32], []]",200
aten::mul,"[[64, 3, 49, 32], []]",200
aten::mul,"[[64, 6, 49, 32], []]",200
aten::mul,"[[8, 24, 49, 32], []]",200
aten::mul,"[[], [0, 91]]",200
aten::mul,"[[], [159882, 1]]",200
aten::mul,"[[0], [0]]",150
aten::mul,"[[1, 128, 200, 200], [1, 128, 1, 1]]",100
aten::mul,"[[1, 256, 100, 100], [1, 256, 1, 1]]",100
aten::mul,"[[1, 32, 49, 32], []]",100
aten::mul,"[[1, 512, 50, 50], [1, 512, 1, 1]]",100
aten::mul,"[[1, 64, 400, 400], [1, 64, 1, 1]]",100
aten::mul,"[[128, 4, 49, 32], []]",100
aten::mul,"[[128, 8, 49, 32], []]",100
aten::mul,"[[16, 8, 49, 32], []]",100
aten::mul,"[[2, 32, 49, 32], []]",100
aten::mul,"[[256, 4, 49, 32], []]",100
aten::mul,"[[32, 8, 49, 32], []]",100
aten::mul,"[[4, 32, 49, 32], []]",100
aten::mul,"[[512, 4, 49, 32], []]",100
aten::mul,"[[64, 4, 49, 32], []]",100
aten::mul,"[[64, 8, 49, 32], []]",100
aten::mul,"[[8, 32, 49, 32], []]",100
aten::mul,"[[0, 256, 28, 28], []]",50
aten::mul,"[[1, 100, 256], []]",48
aten::mul,"[[1, 256, 50, 68], [1, 256, 1, 1]]",22
aten::mul,"[[1, 2049, 128], []]",16
aten::mul,"[[1, 1024, 50, 68], [1, 1024, 1, 1]]",14
aten::mul,"[[1, 128, 100, 136], [1, 128, 1, 1]]",14
aten::mul,"[[1, 64, 200, 272], [1, 64, 1, 1]]",12
aten::mul,"[[1, 850, 256], []]",12
aten::mul,"[[1, 512, 100, 136], [1, 512, 1, 1]]",10
aten::mul,"[[1, 512, 25, 34], [1, 512, 1, 1]]",10
aten::mul,"[[128], []]",10
aten::mul,"[[1, 2048, 25, 34], [1, 2048, 1, 1]]",8
aten::mul,"[[1, 25, 34], []]",8
aten::mul,"[[1, 256, 200, 272], [1, 256, 1, 1]]",8
aten::mul,"[[1, 100, 136], []]",4
aten::mul,"[[1, 200, 272], []]",4
aten::mul,"[[1, 50, 68], []]",4
aten::mul,"[[1, 128, 200, 272], [1, 128, 1, 1]]",2
aten::mul,"[[1, 256, 100, 136], [1, 256, 1, 1]]",2
aten::mul,"[[1, 512, 50, 68], [1, 512, 1, 1]]",2
aten::mul,"[[1, 64, 400, 544], [1, 64, 1, 1]]",2
aten::mul_,"[[0], []]",100
aten::ne,"[[4, 49, 49], []]",4200
aten::ne,"[[16, 49, 49], []]",600
aten::ne,"[[64, 49, 49], []]",600
aten::ne,"[[30, 144, 144], []]",18
aten::ne,"[[108, 144, 144], []]",2
aten::ne,"[[391, 144, 144], []]",2
aten::ne,"[[9, 144, 144], []]",2
aten::neg,"[[1, 32, 2049, 64]]",512
aten::new_empty,"[[0, 1, 30, 30], [], [], [], [], []]",50
aten::new_empty,"[[3, 800, 800], [], [], [], [], []]",50
aten::new_full,"[[3, 800, 800], [], [], [], [], [], []]",100
aten::new_zeros,"[[16, 49, 384], [], [], [], [], []]",600
aten::new_zeros,"[[32, 49, 384], [], [], [], [], []]",600
aten::new_zeros,"[[4, 49, 384], [], [], [], [], []]",600
aten::new_zeros,"[[8, 49, 384], [], [], [], [], []]",600
aten::new_zeros,"[[16, 49, 512], [], [], [], [], []]",450
aten::new_zeros,"[[32, 49, 512], [], [], [], [], []]",450
aten::new_zeros,"[[4, 49, 512], [], [], [], [], []]",450
aten::new_zeros,"[[8, 49, 512], [], [], [], [], []]",450
aten::new_zeros,"[[128, 49, 192], [], [], [], [], []]",100
aten::new_zeros,"[[128, 49, 96], [], [], [], [], []]",100
aten::new_zeros,"[[16, 49, 192], [], [], [], [], []]",100
aten::new_zeros,"[[256, 49, 96], [], [], [], [], []]",100
aten::new_zeros,"[[32, 49, 192], [], [], [], [], []]",100
aten::new_zeros,"[[512, 49, 96], [], [], [], [], []]",100
aten::new_zeros,"[[64, 49, 192], [], [], [], [], []]",100
aten::new_zeros,"[[64, 49, 96], [], [], [], [], []]",100
aten::new_zeros,"[[128, 49, 128], [], [], [], [], []]",50
aten::new_zeros,"[[128, 49, 256], [], [], [], [], []]",50
aten::new_zeros,"[[16, 49, 256], [], [], [], [], []]",50
aten::new_zeros,"[[256, 49, 128], [], [], [], [], []]",50
aten::new_zeros,"[[32, 49, 256], [], [], [], [], []]",50
aten::new_zeros,"[[512, 49, 128], [], [], [], [], []]",50
aten::new_zeros,"[[64, 49, 128], [], [], [], [], []]",50
aten::new_zeros,"[[64, 49, 256], [], [], [], [], []]",50
aten::ones,"[[], [], [], [], []]",2
aten::pad,"[[1, 14, 14, 384], [], [], []]",1300
aten::pad,"[[2, 14, 14, 384], [], [], []]",1300
aten::pad,"[[4, 14, 14, 384], [], [], []]",1300
aten::pad,"[[8, 14, 14, 384], [], [], []]",1300
aten::pad,"[[1, 14, 14, 512], [], [], []]",950
aten::pad,"[[2, 14, 14, 512], [], [], []]",950
aten::pad,"[[4, 14, 14, 512], [], [], []]",950
aten::pad,"[[8, 14, 14, 512], [], [], []]",950
aten::pad,"[[1, 28, 28, 192], [], [], []]",300
aten::pad,"[[1, 56, 56, 96], [], [], []]",300
aten::pad,"[[2, 28, 28, 192], [], [], []]",300
aten::pad,"[[2, 56, 56, 96], [], [], []]",300
aten::pad,"[[4, 28, 28, 192], [], [], []]",300
aten::pad,"[[4, 56, 56, 96], [], [], []]",300
aten::pad,"[[8, 28, 28, 192], [], [], []]",300
aten::pad,"[[8, 56, 56, 96], [], [], []]",300
aten::pad,"[[1, 7, 7, 768], [], [], []]",200
aten::pad,"[[2, 7, 7, 768], [], [], []]",200
aten::pad,"[[4, 7, 7, 768], [], [], []]",200
aten::pad,"[[8, 7, 7, 768], [], [], []]",200
aten::pad,"[[1, 28, 28, 256], [], [], []]",150
aten::pad,"[[1, 56, 56, 128], [], [], []]",150
aten::pad,"[[2, 28, 28, 256], [], [], []]",150
aten::pad,"[[2, 56, 56, 128], [], [], []]",150
aten::pad,"[[4, 28, 28, 256], [], [], []]",150
aten::pad,"[[4, 56, 56, 128], [], [], []]",150
aten::pad,"[[8, 28, 28, 256], [], [], []]",150
aten::pad,"[[8, 56, 56, 128], [], [], []]",150
aten::pad,"[[1, 7, 7, 1024], [], [], []]",100
aten::pad,"[[2, 7, 7, 1024], [], [], []]",100
aten::pad,"[[4, 7, 7, 1024], [], [], []]",100
aten::pad,"[[8, 7, 7, 1024], [], [], []]",100
aten::pad,"[[0, 1, 28, 28], [], [], []]",50
aten::pad,"[[1, 50, 68, 512], [], [], []]",36
aten::pad,"[[1, 100, 136, 256], [], [], []]",4
aten::pad,"[[1, 200, 272, 128], [], [], []]",4
aten::pad,"[[1, 25, 34, 1024], [], [], []]",4
aten::permute,"[[49, 49, 12], []]",4800
aten::permute,"[[2, 7, 2, 7], []]",4200
aten::permute,"[[49, 49, 16], []]",3600
aten::permute,"[[1, 16, 257, 80], []]",1600
aten::permute,"[[2, 16, 257, 80], []]",1600
aten::permute,"[[4, 16, 257, 80], []]",1600
aten::permute,"[[8, 16, 257, 80], []]",1600
aten::permute,"[[1, 16, 197, 64], []]",1200
aten::permute,"[[1, 2, 2, 7, 7, 384], []]",1200
aten::permute,"[[1, 2, 7, 2, 7, 384], []]",1200
aten::permute,"[[16, 49, 3, 12, 32], []]",1200
aten::permute,"[[2, 16, 197, 64], []]",1200
aten::permute,"[[2, 2, 2, 7, 7, 384], []]",1200
aten::permute,"[[2, 2, 7, 2, 7, 384], []]",1200
aten::permute,"[[32, 49, 3, 12, 32], []]",1200
aten::permute,"[[4, 16, 197, 64], []]",1200
aten::permute,"[[4, 2, 2, 7, 7, 384], []]",1200
aten::permute,"[[4, 2, 7, 2, 7, 384], []]",1200
aten::permute,"[[4, 49, 3, 12, 32], []]",1200
aten::permute,"[[8, 16, 197, 64], []]",1200
aten::permute,"[[8, 2, 2, 7, 7, 384], []]",1200
aten::permute,"[[8, 2, 7, 2, 7, 384], []]",1200
aten::permute,"[[8, 49, 3, 12, 32], []]",1200
aten::permute,"[[1, 512, 25, 64], []]",1152
aten::permute,"[[1, 2, 2, 7, 7, 512], []]",900
aten::permute,"[[1, 2, 7, 2, 7, 512], []]",900
aten::permute,"[[16, 49, 3, 16, 32], []]",900
aten::permute,"[[2, 2, 2, 7, 7, 512], []]",900
aten::permute,"[[2, 2, 7, 2, 7, 512], []]",900
aten::permute,"[[32, 49, 3, 16, 32], []]",900
aten::permute,"[[4, 2, 2, 7, 7, 512], []]",900
aten::permute,"[[4, 2, 7, 2, 7, 512], []]",900
aten::permute,"[[4, 49, 3, 16, 32], []]",900
aten::permute,"[[8, 2, 2, 7, 7, 512], []]",900
aten::permute,"[[8, 2, 7, 2, 7, 512], []]",900
aten::permute,"[[8, 49, 3, 16, 32], []]",900
aten::permute,"[[1, 256, 20, 64], []]",864
aten::permute,"[[49, 49, 24], []]",800
aten::permute,"[[49, 49, 3], []]",800
aten::permute,"[[49, 49, 6], []]",800
aten::permute,"[[1, 12, 197, 64], []]",600
aten::permute,"[[2, 12, 197, 64], []]",600
aten::permute,"[[4, 12, 197, 64], []]",600
aten::permute,"[[4, 7, 4, 7], []]",600
aten::permute,"[[8, 12, 197, 64], []]",600
aten::permute,"[[8, 7, 8, 7], []]",600
aten::permute,"[[49, 49, 32], []]",400
aten::permute,"[[49, 49, 4], []]",400
aten::permute,"[[49, 49, 8], []]",400
aten::permute,"[[1, 129, 12, 64], []]",288
aten::permute,"[[1, 256, 12, 64], []]",288
aten::permute,"[[1, 1, 1, 7, 7, 768], []]",200
aten::permute,"[[1, 1, 7, 1, 7, 768], []]",200
aten::permute,"[[1, 4, 4, 7, 7, 192], []]",200
aten::permute,"[[1, 4, 7, 4, 7, 192], []]",200
aten::permute,"[[1, 49, 3, 24, 32], []]",200
aten::permute,"[[1, 8, 7, 8, 7, 96], []]",200
aten::permute,"[[1, 8, 8, 7, 7, 96], []]",200
aten::permute,"[[128, 49, 3, 3, 32], []]",200
aten::permute,"[[128, 49, 3, 6, 32], []]",200
aten::permute,"[[16, 49, 3, 6, 32], []]",200
aten::permute,"[[2, 1, 1, 7, 7, 768], []]",200
aten::permute,"[[2, 1, 7, 1, 7, 768], []]",200
aten::permute,"[[2, 4, 4, 7, 7, 192], []]",200
aten::permute,"[[2, 4, 7, 4, 7, 192], []]",200
aten::permute,"[[2, 49, 3, 24, 32], []]",200
aten::permute,"[[2, 8, 7, 8, 7, 96], []]",200
aten::permute,"[[2, 8, 8, 7, 7, 96], []]",200
aten::permute,"[[256, 49, 3, 3, 32], []]",200
aten::permute,"[[32, 49, 3, 6, 32], []]",200
aten::permute,"[[4, 1, 1, 7, 7, 768], []]",200
aten::permute,"[[4, 1, 7, 1, 7, 768], []]",200
aten::permute,"[[4, 4, 4, 7, 7, 192], []]",200
aten::permute,"[[4, 4, 7, 4, 7, 192], []]",200
aten::permute,"[[4, 49, 3, 24, 32], []]",200
aten::permute,"[[4, 8, 7, 8, 7, 96], []]",200
aten::permute,"[[4, 8, 8, 7, 7, 96], []]",200
aten::permute,"[[512, 49, 3, 3, 32], []]",200
aten::permute,"[[64, 49, 3, 3, 32], []]",200
aten::permute,"[[64, 49, 3, 6, 32], []]",200
aten::permute,"[[8, 1, 1, 7, 7, 768], []]",200
aten::permute,"[[8, 1, 7, 1, 7, 768], []]",200
aten::permute,"[[8, 4, 4, 7, 7, 192], []]",200
aten::permute,"[[8, 4, 7, 4, 7, 192], []]",200
aten::permute,"[[8, 49, 3, 24, 32], []]",200
aten::permute,"[[8, 8, 7, 8, 7, 96], []]",200
aten::permute,"[[8, 8, 8, 7, 7, 96], []]",200
aten::permute,"[[30, 144, 16, 32], []]",108
aten::permute,"[[1, 1, 1, 7, 7, 1024], []]",100
aten::permute,"[[1, 1, 7, 1, 7, 1024], []]",100
aten::permute,"[[1, 3, 1, 100, 100], []]",100
aten::permute,"[[1, 3, 1, 13, 13], []]",100
aten::permute,"[[1, 3, 1, 200, 200], []]",100
aten::permute,"[[1, 3, 1, 25, 25], []]",100
aten::permute,"[[1, 3, 1, 50, 50], []]",100
aten::permute,"[[1, 3, 4, 100, 100], []]",100
aten::permute,"[[1, 3, 4, 13, 13], []]",100
aten::permute,"[[1, 3, 4, 200, 200], []]",100
aten::permute,"[[1, 3, 4, 25, 25], []]",100
aten::permute,"[[1, 3, 4, 50, 50], []]",100
aten::permute,"[[1, 4, 4, 7, 7, 256], []]",100
aten::permute,"[[1, 4, 7, 4, 7, 256], []]",100
aten::permute,"[[1, 49, 3, 32, 32], []]",100
aten::permute,"[[1, 7, 7, 768], []]",100
aten::permute,"[[1, 8, 7, 8, 7, 128], []]",100
aten::permute,"[[1, 8, 8, 7, 7, 128], []]",100
aten::permute,"[[1, 96, 56, 56], []]",100
aten::permute,"[[128, 49, 3, 4, 32], []]",100
aten::permute,"[[128, 49, 3, 8, 32], []]",100
aten::permute,"[[16, 49, 3, 8, 32], []]",100
aten::permute,"[[2, 1, 1, 7, 7, 1024], []]",100
aten::permute,"[[2, 1, 7, 1, 7, 1024], []]",100
aten::permute,"[[2, 4, 4, 7, 7, 256], []]",100
aten::permute,"[[2, 4, 7, 4, 7, 256], []]",100
aten::permute,"[[2, 49, 3, 32, 32], []]",100
aten::permute,"[[2, 7, 7, 768], []]",100
aten::permute,"[[2, 8, 7, 8, 7, 128], []]",100
aten::permute,"[[2, 8, 8, 7, 7, 128], []]",100
aten::permute,"[[2, 96, 56, 56], []]",100
aten::permute,"[[256, 49, 3, 4, 32], []]",100
aten::permute,"[[32, 49, 3, 8, 32], []]",100
aten::permute,"[[4, 1, 1, 7, 7, 1024], []]",100
aten::permute,"[[4, 1, 7, 1, 7, 1024], []]",100
aten::permute,"[[4, 4, 4, 7, 7, 256], []]",100
aten::permute,"[[4, 4, 7, 4, 7, 256], []]",100
aten::permute,"[[4, 49, 3, 32, 32], []]",100
aten::permute,"[[4, 7, 7, 768], []]",100
aten::permute,"[[4, 8, 7, 8, 7, 128], []]",100
aten::permute,"[[4, 8, 8, 7, 7, 128], []]",100
aten::permute,"[[4, 96, 56, 56], []]",100
aten::permute,"[[512, 49, 3, 4, 32], []]",100
aten::permute,"[[64, 49, 3, 4, 32], []]",100
aten::permute,"[[64, 49, 3, 8, 32], []]",100
aten::permute,"[[8, 1, 1, 7, 7, 1024], []]",100
aten::permute,"[[8, 1, 7, 1, 7, 1024], []]",100
aten::permute,"[[8, 4, 4, 7, 7, 256], []]",100
aten::permute,"[[8, 4, 7, 4, 7, 256], []]",100
aten::permute,"[[8, 49, 3, 32, 32], []]",100
aten::permute,"[[8, 7, 7, 768], []]",100
aten::permute,"[[8, 8, 7, 8, 7, 128], []]",100
aten::permute,"[[8, 8, 8, 7, 7, 128], []]",100
aten::permute,"[[8, 96, 56, 56], []]",100
aten::permute,"[[1, 1024, 196], []]",50
aten::permute,"[[1, 128, 56, 56], []]",50
aten::permute,"[[1, 1280, 256], []]",50
aten::permute,"[[1, 7, 7, 1024], []]",50
aten::permute,"[[1, 768, 196], []]",50
aten::permute,"[[2, 1024, 196], []]",50
aten::permute,"[[2, 128, 56, 56], []]",50
aten::permute,"[[2, 1280, 256], []]",50
aten::permute,"[[2, 7, 7, 1024], []]",50
aten::permute,"[[2, 768, 196], []]",50
aten::permute,"[[4, 1024, 196], []]",50
aten::permute,"[[4, 128, 56, 56], []]",50
aten::permute,"[[4, 1280, 256], []]",50
aten::permute,"[[4, 7, 7, 1024], []]",50
aten::permute,"[[4, 768, 196], []]",50
aten::permute,"[[8, 1024, 196], []]",50
aten::permute,"[[8, 128, 56, 56], []]",50
aten::permute,"[[8, 1280, 256], []]",50
aten::permute,"[[8, 7, 7, 1024], []]",50
aten::permute,"[[8, 768, 196], []]",50
aten::permute,"[[1, 5, 12, 6, 12, 512], []]",36
aten::permute,"[[1, 5, 6, 12, 12, 512], []]",36
aten::permute,"[[144, 144, 16], []]",36
aten::permute,"[[30, 16, 144, 32], []]",36
aten::permute,"[[1, 5, 12, 6, 12, 1], []]",18
aten::permute,"[[1, 256, 8, 32], []]",12
aten::permute,"[[108, 144, 8, 32], []]",12
aten::permute,"[[391, 144, 4, 32], []]",12
aten::permute,"[[9, 144, 32, 32], []]",12
aten::permute,"[[1, 256, 1, 32], []]",8
aten::permute,"[[1, 256, 2, 32], []]",8
aten::permute,"[[1, 256, 5, 32], []]",8
aten::permute,"[[1, 256, 850], []]",8
aten::permute,"[[1, 9, 12, 12, 12, 256], []]",8
aten::permute,"[[1, 1, 16384, 32], []]",4
aten::permute,"[[1, 1024, 160], []]",4
aten::permute,"[[1, 1024, 5, 32], []]",4
aten::permute,"[[1, 160, 256], []]",4
aten::permute,"[[1, 16384, 1, 32], []]",4
aten::permute,"[[1, 16384, 32], []]",4
aten::permute,"[[1, 17, 12, 23, 12, 128], []]",4
aten::permute,"[[1, 17, 23, 12, 12, 128], []]",4
aten::permute,"[[1, 2, 4096, 32], []]",4
aten::permute,"[[1, 25, 34, 256], []]",4
aten::permute,"[[1, 3, 12, 3, 12, 1024], []]",4
aten::permute,"[[1, 3, 3, 12, 12, 1024], []]",4
aten::permute,"[[1, 32, 256], []]",4
aten::permute,"[[1, 4096, 2, 32], []]",4
aten::permute,"[[1, 4096, 64], []]",4
aten::permute,"[[1, 5, 1024, 32], []]",4
aten::permute,"[[1, 64, 256], []]",4
aten::permute,"[[1, 8, 256, 32], []]",4
aten::permute,"[[108, 8, 144, 32], []]",4
aten::permute,"[[144, 144, 32], []]",4
aten::permute,"[[144, 144, 4], []]",4
aten::permute,"[[144, 144, 8], []]",4
aten::permute,"[[391, 4, 144, 32], []]",4
aten::permute,"[[9, 32, 144, 32], []]",4
aten::permute,"[[1, 1, 200, 272, 256], []]",2
aten::permute,"[[1, 100, 1, 1, 256], []]",2
aten::permute,"[[1, 100, 136, 256], []]",2
aten::permute,"[[1, 100, 256, 1, 1], []]",2
aten::permute,"[[1, 1024, 256], []]",2
aten::permute,"[[1, 128, 128, 32], []]",2
aten::permute,"[[1, 13600, 256], []]",2
aten::permute,"[[1, 16, 16, 256], []]",2
aten::permute,"[[1, 16384, 256], []]",2
aten::permute,"[[1, 17, 12, 23, 12, 1], []]",2
aten::permute,"[[1, 200, 272, 256], []]",2
aten::permute,"[[1, 256, 200, 272, 1], []]",2
aten::permute,"[[1, 256, 256], []]",2
aten::permute,"[[1, 3, 12, 3, 12, 1], []]",2
aten::permute,"[[1, 32, 32, 160], []]",2
aten::permute,"[[1, 3400, 512], []]",2
aten::permute,"[[1, 4096, 256], []]",2
aten::permute,"[[1, 50, 68, 256], []]",2
aten::permute,"[[1, 54400, 128], []]",2
aten::permute,"[[1, 64, 64, 64], []]",2
aten::permute,"[[1, 850, 1024], []]",2
aten::permute,"[[1, 9, 12, 12, 12, 1], []]",2
aten::permute,"[[100, 1, 1, 200, 272], []]",2
aten::pow,"[[], [128], [128]]",10
aten::pow,"[[], [128]]",10
aten::relu,"[[0, 1024]]",200
aten::relu,"[[1, 100, 2048]]",24
aten::relu,"[[1, 850, 2048]]",12
aten::relu,"[[1, 100, 256]]",8
aten::relu,"[[1, 256, 128, 128]]",2
aten::relu_,"[[1, 256, 50, 50]]",1200
aten::relu_,"[[1, 128, 100, 100]]",700
aten::relu_,"[[1, 1024, 50, 50]]",600
aten::relu_,"[[1, 64, 200, 200]]",600
aten::relu_,"[[1, 512, 25, 25]]",500
aten::relu_,"[[1, 256, 200, 200]]",400
aten::relu_,"[[1, 512, 100, 100]]",400
aten::relu_,"[[1, 2048, 25, 25]]",300
aten::relu_,"[[0, 256, 14, 14]]",200
aten::relu_,"[[1, 256, 100, 100]]",200
aten::relu_,"[[1, 128, 200, 200]]",100
aten::relu_,"[[1, 256, 13, 13]]",100
aten::relu_,"[[1, 256, 25, 25]]",100
aten::relu_,"[[1, 512, 50, 50]]",100
aten::relu_,"[[1, 64, 400, 400]]",100
aten::relu_,"[[0, 256, 28, 28]]",50
aten::relu_,"[[1, 256, 50, 68]]",24
aten::relu_,"[[1, 128, 100, 136]]",14
aten::relu_,"[[1, 1024, 50, 68]]",12
aten::relu_,"[[1, 64, 200, 272]]",12
aten::relu_,"[[1, 512, 25, 34]]",10
aten::relu_,"[[1, 256, 200, 272]]",8
aten::relu_,"[[1, 512, 100, 136]]",8
aten::relu_,"[[1, 2048, 25, 34]]",6
aten::relu_,"[[1, 256, 100, 136]]",4
aten::relu_,"[[1, 128, 200, 272]]",2
aten::relu_,"[[1, 256, 25, 34]]",2
aten::relu_,"[[1, 512, 50, 68]]",2
aten::relu_,"[[1, 64, 400, 544]]",2
aten::repeat,"[[1, 100, 256], []]",4
aten::reshape,"[[2401], []]",12000
aten::reshape,"[[256], []]",7836
aten::reshape,"[[512], []]",4488
aten::reshape,"[[2, 2, 7, 7], []]",4200
aten::reshape,"[[128], []]",3466
aten::reshape,"[[1024], []]",3056
aten::reshape,"[[0], []]",3000
aten::reshape,"[[64], []]",2862
aten::reshape,"[[16, 12, 49, 32], []]",2400
aten::reshape,"[[16, 49, 384], []]",2400
aten::reshape,"[[32, 12, 49, 32], []]",2400
aten::reshape,"[[32, 49, 384], []]",2400
aten::reshape,"[[4, 12, 49, 32], []]",2400
aten::reshape,"[[4, 49, 384], []]",2400
aten::reshape,"[[8, 12, 49, 32], []]",2400
aten::reshape,"[[8, 49, 384], []]",2400
aten::reshape,"[[16, 16, 49, 32], []]",1800
aten::reshape,"[[16, 49, 512], []]",1800
aten::reshape,"[[32, 16, 49, 32], []]",1800
aten::reshape,"[[32, 49, 512], []]",1800
aten::reshape,"[[4, 16, 49, 32], []]",1800
aten::reshape,"[[4, 49, 512], []]",1800
aten::reshape,"[[8, 16, 49, 32], []]",1800
aten::reshape,"[[8, 49, 512], []]",1800
aten::reshape,"[[2048], []]",1632
aten::reshape,"[[1, 257, 1280], []]",1600
aten::reshape,"[[1, 257, 5120], []]",1600
aten::reshape,"[[2, 257, 1280], []]",1600
aten::reshape,"[[2, 257, 5120], []]",1600
aten::reshape,"[[257, 1, 1280], []]",1600
aten::reshape,"[[257, 2, 1280], []]",1600
aten::reshape,"[[257, 4, 1280], []]",1600
aten::reshape,"[[257, 8, 1280], []]",1600
aten::reshape,"[[4, 257, 1280], []]",1600
aten::reshape,"[[4, 257, 5120], []]",1600
aten::reshape,"[[8, 257, 1280], []]",1600
aten::reshape,"[[8, 257, 5120], []]",1600
aten::reshape,"[[1, 14, 14, 1536], []]",1200
aten::reshape,"[[1, 14, 14, 384], []]",1200
aten::reshape,"[[1, 197, 1024], []]",1200
aten::reshape,"[[1, 197, 4096], []]",1200
aten::reshape,"[[1, 2, 2, 7, 7, 384], []]",1200
aten::reshape,"[[1, 2, 7, 2, 7, 384], []]",1200
aten::reshape,"[[16, 12, 32, 49], []]",1200
aten::reshape,"[[16, 12, 49, 49], []]",1200
aten::reshape,"[[16, 49, 1152], []]",1200
aten::reshape,"[[16, 49, 12, 32], []]",1200
aten::reshape,"[[197, 1, 1024], []]",1200
aten::reshape,"[[197, 2, 1024], []]",1200
aten::reshape,"[[197, 4, 1024], []]",1200
aten::reshape,"[[197, 8, 1024], []]",1200
aten::reshape,"[[2, 14, 14, 1536], []]",1200
aten::reshape,"[[2, 14, 14, 384], []]",1200
aten::reshape,"[[2, 197, 1024], []]",1200
aten::reshape,"[[2, 197, 4096], []]",1200
aten::reshape,"[[2, 2, 2, 7, 7, 384], []]",1200
aten::reshape,"[[2, 2, 7, 2, 7, 384], []]",1200
aten::reshape,"[[32, 12, 32, 49], []]",1200
aten::reshape,"[[32, 12, 49, 49], []]",1200
aten::reshape,"[[32, 49, 1152], []]",1200
aten::reshape,"[[32, 49, 12, 32], []]",1200
aten::reshape,"[[4, 12, 32, 49], []]",1200
aten::reshape,"[[4, 12, 49, 49], []]",1200
aten::reshape,"[[4, 14, 14, 1536], []]",1200
aten::reshape,"[[4, 14, 14, 384], []]",1200
aten::reshape,"[[4, 197, 1024], []]",1200
aten::reshape,"[[4, 197, 4096], []]",1200
aten::reshape,"[[4, 2, 2, 7, 7, 384], []]",1200
aten::reshape,"[[4, 2, 7, 2, 7, 384], []]",1200
aten::reshape,"[[4, 49, 1152], []]",1200
aten::reshape,"[[4, 49, 12, 32], []]",1200
aten::reshape,"[[8, 12, 32, 49], []]",1200
aten::reshape,"[[8, 12, 49, 49], []]",1200
aten::reshape,"[[8, 14, 14, 1536], []]",1200
aten::reshape,"[[8, 14, 14, 384], []]",1200
aten::reshape,"[[8, 197, 1024], []]",1200
aten::reshape,"[[8, 197, 4096], []]",1200
aten::reshape,"[[8, 2, 2, 7, 7, 384], []]",1200
aten::reshape,"[[8, 2, 7, 2, 7, 384], []]",1200
aten::reshape,"[[8, 49, 1152], []]",1200
aten::reshape,"[[8, 49, 12, 32], []]",1200
aten::reshape,"[[1, 14, 14, 2048], []]",900
aten::reshape,"[[1, 14, 14, 512], []]",900
aten::reshape,"[[1, 2, 2, 7, 7, 512], []]",900
aten::reshape,"[[1, 2, 7, 2, 7, 512], []]",900
aten::reshape,"[[16, 16, 32, 49], []]",900
aten::reshape,"[[16, 16, 49, 49], []]",900
aten::reshape,"[[16, 49, 1536], []]",900
aten::reshape,"[[16, 49, 16, 32], []]",900
aten::reshape,"[[2, 14, 14, 2048], []]",900
aten::reshape,"[[2, 14, 14, 512], []]",900
aten::reshape,"[[2, 2, 2, 7, 7, 512], []]",900
aten::reshape,"[[2, 2, 7, 2, 7, 512], []]",900
aten::reshape,"[[32, 16, 32, 49], []]",900
aten::reshape,"[[32, 16, 49, 49], []]",900
aten::reshape,"[[32, 49, 1536], []]",900
aten::reshape,"[[32, 49, 16, 32], []]",900
aten::reshape,"[[4, 14, 14, 2048], []]",900
aten::reshape,"[[4, 14, 14, 512], []]",900
aten::reshape,"[[4, 16, 32, 49], []]",900
aten::reshape,"[[4, 16, 49, 49], []]",900
aten::reshape,"[[4, 2, 2, 7, 7, 512], []]",900
aten::reshape,"[[4, 2, 7, 2, 7, 512], []]",900
aten::reshape,"[[4, 49, 1536], []]",900
aten::reshape,"[[4, 49, 16, 32], []]",900
aten::reshape,"[[8, 14, 14, 2048], []]",900
aten::reshape,"[[8, 14, 14, 512], []]",900
aten::reshape,"[[8, 16, 32, 49], []]",900
aten::reshape,"[[8, 16, 49, 49], []]",900
aten::reshape,"[[8, 2, 2, 7, 7, 512], []]",900
aten::reshape,"[[8, 2, 7, 2, 7, 512], []]",900
aten::reshape,"[[8, 49, 1536], []]",900
aten::reshape,"[[8, 49, 16, 32], []]",900
aten::reshape,"[[1, 197, 3072], []]",600
aten::reshape,"[[1, 197, 768], []]",600
aten::reshape,"[[1, 4507], []]",600
aten::reshape,"[[197, 1, 768], []]",600
aten::reshape,"[[197, 2, 768], []]",600
aten::reshape,"[[197, 4, 768], []]",600
aten::reshape,"[[197, 8, 768], []]",600
aten::reshape,"[[2, 197, 3072], []]",600
aten::reshape,"[[2, 197, 768], []]",600
aten::reshape,"[[4, 197, 3072], []]",600
aten::reshape,"[[4, 197, 768], []]",600
aten::reshape,"[[4, 4, 7, 7], []]",600
aten::reshape,"[[8, 197, 3072], []]",600
aten::reshape,"[[8, 197, 768], []]",600
aten::reshape,"[[8, 8, 7, 7], []]",600
aten::reshape,"[[12], []]",500
