op_name,shape,count
aten::dropout,"[[16, 16, 49, 49], [], []]",900
aten::dropout,"[[16, 49, 512], [], []]",900
aten::dropout,"[[2, 14, 14, 2048], [], []]",900
aten::dropout,"[[2, 14, 14, 512], [], []]",900
aten::dropout,"[[32, 16, 49, 49], [], []]",900
aten::dropout,"[[32, 49, 512], [], []]",900
aten::dropout,"[[4, 14, 14, 2048], [], []]",900
aten::dropout,"[[4, 14, 14, 512], [], []]",900
aten::dropout,"[[4, 16, 49, 49], [], []]",900
aten::dropout,"[[4, 49, 512], [], []]",900
aten::dropout,"[[8, 14, 14, 2048], [], []]",900
aten::dropout,"[[8, 14, 14, 512], [], []]",900
aten::dropout,"[[8, 16, 49, 49], [], []]",900
aten::dropout,"[[8, 49, 512], [], []]",900
aten::dropout,"[[1, 512, 1600], [], []]",776
aten::dropout,"[[1, 197, 3072], [], []]",600
aten::dropout,"[[2, 197, 3072], [], []]",600
aten::dropout,"[[4, 197, 3072], [], []]",600
aten::dropout,"[[8, 197, 3072], [], []]",600
aten::dropout,"[[1, 256, 1280], [], []]",584
aten::dropout,"[[1, 129, 768], [], []]",200
aten::dropout,"[[1, 24, 49, 49], [], []]",200
aten::dropout,"[[1, 256, 768], [], []]",200
aten::dropout,"[[1, 28, 28, 192], [], []]",200
aten::dropout,"[[1, 28, 28, 768], [], []]",200
aten::dropout,"[[1, 49, 768], [], []]",200
aten::dropout,"[[1, 56, 56, 384], [], []]",200
aten::dropout,"[[1, 56, 56, 96], [], []]",200
aten::dropout,"[[1, 7, 7, 3072], [], []]",200
aten::dropout,"[[1, 7, 7, 768], [], []]",200
aten::dropout,"[[128, 3, 49, 49], [], []]",200
aten::dropout,"[[128, 49, 192], [], []]",200
aten::dropout,"[[128, 49, 96], [], []]",200
aten::dropout,"[[128, 6, 49, 49], [], []]",200
aten::dropout,"[[16, 49, 192], [], []]",200
aten::dropout,"[[16, 6, 49, 49], [], []]",200
aten::dropout,"[[2, 24, 49, 49], [], []]",200
aten::dropout,"[[2, 28, 28, 192], [], []]",200
aten::dropout,"[[2, 28, 28, 768], [], []]",200
aten::dropout,"[[2, 49, 768], [], []]",200
aten::dropout,"[[2, 56, 56, 384], [], []]",200
aten::dropout,"[[2, 56, 56, 96], [], []]",200
aten::dropout,"[[2, 7, 7, 3072], [], []]",200
aten::dropout,"[[2, 7, 7, 768], [], []]",200
aten::dropout,"[[256, 3, 49, 49], [], []]",200
aten::dropout,"[[256, 49, 96], [], []]",200
aten::dropout,"[[32, 49, 192], [], []]",200
aten::dropout,"[[32, 6, 49, 49], [], []]",200
aten::dropout,"[[4, 24, 49, 49], [], []]",200
aten::dropout,"[[4, 28, 28, 192], [], []]",200
aten::dropout,"[[4, 28, 28, 768], [], []]",200
aten::dropout,"[[4, 49, 768], [], []]",200
aten::dropout,"[[4, 56, 56, 384], [], []]",200
aten::dropout,"[[4, 56, 56, 96], [], []]",200
aten::dropout,"[[4, 7, 7, 3072], [], []]",200
aten::dropout,"[[4, 7, 7, 768], [], []]",200
aten::dropout,"[[512, 3, 49, 49], [], []]",200
aten::dropout,"[[512, 49, 96], [], []]",200
aten::dropout,"[[64, 3, 49, 49], [], []]",200
aten::dropout,"[[64, 49, 192], [], []]",200
aten::dropout,"[[64, 49, 96], [], []]",200
aten::dropout,"[[64, 6, 49, 49], [], []]",200
aten::dropout,"[[8, 24, 49, 49], [], []]",200
aten::dropout,"[[8, 28, 28, 192], [], []]",200
aten::dropout,"[[8, 28, 28, 768], [], []]",200
aten::dropout,"[[8, 49, 768], [], []]",200
aten::dropout,"[[8, 56, 56, 384], [], []]",200
aten::dropout,"[[8, 56, 56, 96], [], []]",200
aten::dropout,"[[8, 7, 7, 3072], [], []]",200
aten::dropout,"[[8, 7, 7, 768], [], []]",200
aten::dropout,"[[1, 28, 28, 1024], [], []]",100
aten::dropout,"[[1, 28, 28, 256], [], []]",100
aten::dropout,"[[1, 32, 49, 49], [], []]",100
aten::dropout,"[[1, 49, 1024], [], []]",100
aten::dropout,"[[1, 56, 56, 128], [], []]",100
aten::dropout,"[[1, 56, 56, 512], [], []]",100
aten::dropout,"[[1, 7, 7, 1024], [], []]",100
aten::dropout,"[[1, 7, 7, 4096], [], []]",100
aten::dropout,"[[128, 4, 49, 49], [], []]",100
aten::dropout,"[[128, 49, 128], [], []]",100
aten::dropout,"[[128, 49, 256], [], []]",100
aten::dropout,"[[128, 8, 49, 49], [], []]",100
aten::dropout,"[[16, 49, 256], [], []]",100
aten::dropout,"[[16, 8, 49, 49], [], []]",100
aten::dropout,"[[2, 28, 28, 1024], [], []]",100
aten::dropout,"[[2, 28, 28, 256], [], []]",100
aten::dropout,"[[2, 32, 49, 49], [], []]",100
aten::dropout,"[[2, 49, 1024], [], []]",100
aten::dropout,"[[2, 56, 56, 128], [], []]",100
aten::dropout,"[[2, 56, 56, 512], [], []]",100
aten::dropout,"[[2, 7, 7, 1024], [], []]",100
aten::dropout,"[[2, 7, 7, 4096], [], []]",100
aten::dropout,"[[256, 4, 49, 49], [], []]",100
aten::dropout,"[[256, 49, 128], [], []]",100
aten::dropout,"[[32, 49, 256], [], []]",100
aten::dropout,"[[32, 8, 49, 49], [], []]",100
aten::dropout,"[[4, 28, 28, 1024], [], []]",100
aten::dropout,"[[4, 28, 28, 256], [], []]",100
aten::dropout,"[[4, 32, 49, 49], [], []]",100
aten::dropout,"[[4, 49, 1024], [], []]",100
aten::dropout,"[[4, 56, 56, 128], [], []]",100
aten::dropout,"[[4, 56, 56, 512], [], []]",100
aten::dropout,"[[4, 7, 7, 1024], [], []]",100
aten::dropout,"[[4, 7, 7, 4096], [], []]",100
aten::dropout,"[[512, 4, 49, 49], [], []]",100
aten::dropout,"[[512, 49, 128], [], []]",100
aten::dropout,"[[64, 4, 49, 49], [], []]",100
aten::dropout,"[[64, 49, 128], [], []]",100
aten::dropout,"[[64, 49, 256], [], []]",100
aten::dropout,"[[64, 8, 49, 49], [], []]",100
aten::dropout,"[[8, 28, 28, 1024], [], []]",100
aten::dropout,"[[8, 28, 28, 256], [], []]",100
aten::dropout,"[[8, 32, 49, 49], [], []]",100
aten::dropout,"[[8, 49, 1024], [], []]",100
aten::dropout,"[[8, 56, 56, 128], [], []]",100
aten::dropout,"[[8, 56, 56, 512], [], []]",100
aten::dropout,"[[8, 7, 7, 1024], [], []]",100
aten::dropout,"[[8, 7, 7, 4096], [], []]",100
aten::dropout,"[[1, 100, 256], [], []]",72
aten::dropout,"[[1, 3400, 512], [], []]",36
aten::dropout,"[[30, 144, 512], [], []]",36
aten::dropout,"[[30, 16, 144, 144], [], []]",36
aten::dropout,"[[1, 850, 256], [], []]",26
aten::dropout,"[[1, 100, 2048], [], []]",24
aten::dropout,"[[8, 100, 100], [], []]",24
aten::dropout,"[[8, 100, 850], [], []]",24
aten::dropout,"[[1, 850, 2048], [], []]",12
aten::dropout,"[[8, 850, 850], [], []]",12
aten::dropout,"[[1, 1024, 160], [], []]",8
aten::dropout,"[[1, 16384, 32], [], []]",8
aten::dropout,"[[1, 256, 256], [], []]",8
aten::dropout,"[[1, 4096, 64], [], []]",8
aten::dropout,"[[1, 54400, 128], [], []]",6
aten::dropout,"[[1, 1, 16384, 256], [], []]",4
aten::dropout,"[[1, 1024, 640], [], []]",4
aten::dropout,"[[1, 13600, 256], [], []]",4
aten::dropout,"[[1, 16384, 128], [], []]",4
aten::dropout,"[[1, 2, 4096, 256], [], []]",4
aten::dropout,"[[1, 256, 1024], [], []]",4
aten::dropout,"[[1, 4096, 256], [], []]",4
aten::dropout,"[[1, 5, 1024, 256], [], []]",4
aten::dropout,"[[1, 8, 256, 256], [], []]",4
aten::dropout,"[[1, 850, 1024], [], []]",4
aten::dropout,"[[108, 144, 256], [], []]",4
aten::dropout,"[[108, 8, 144, 144], [], []]",4
aten::dropout,"[[391, 144, 128], [], []]",4
aten::dropout,"[[391, 4, 144, 144], [], []]",4
aten::dropout,"[[9, 144, 1024], [], []]",4
aten::dropout,"[[9, 32, 144, 144], [], []]",4
aten::dropout,"[[1, 256, 128, 128], [], []]",2
aten::embedding,"[[1024, 1280], [1, 256], [], [], []]",8
aten::embedding,"[[1024, 1600], [1, 512], [], [], []]",8
aten::embedding,"[[1024, 768], [1, 256], [], [], []]",8
aten::embedding,"[[2, 768], [1, 129], [], [], []]",8
aten::embedding,"[[30522, 768], [1, 129], [], [], []]",8
aten::embedding,"[[32000, 4096], [1, 2049], [], [], []]",8
aten::embedding,"[[50257, 1280], [1, 256], [], [], []]",8
aten::embedding,"[[50257, 1600], [1, 512], [], [], []]",8
aten::embedding,"[[50257, 768], [1, 256], [], [], []]",8
aten::embedding,"[[512, 768], [1, 129], [], [], []]",8
aten::empty,"[[], [], [], [], [], []]",7350
aten::eq,"[[4, 49, 49], []]",4200
aten::eq,"[[0], []]",600
aten::eq,"[[16, 49, 49], []]",600
aten::eq,"[[64, 49, 49], []]",600
aten::eq,"[[30, 144, 144], []]",18
aten::eq,"[[1, 256], []]",16
aten::eq,"[[1, 129], []]",8
aten::eq,"[[1, 2049], []]",8
aten::eq,"[[1, 512], []]",8
aten::eq,"[[108, 144, 144], []]",2
aten::eq,"[[391, 144, 144], []]",2
aten::eq,"[[9, 144, 144], []]",2
aten::exp,"[[0, 91]]",200
aten::exp,"[[159882, 1]]",200
aten::expand,"[[1, 1, 1024], [], []]",200
aten::expand,"[[1, 1, 1280], [], []]",200
aten::expand,"[[1, 1, 768], [], []]",200
aten::expand,"[[1, 64, 1], [], []]",16
aten::expand,"[[1, 1, 2049], [], []]",8
aten::expand,"[[1, 1, 1, 850], [], []]",4
aten::expand,"[[1, 100, 256], [], []]",4
aten::expand_as,"[[1, 159882], [1, 159882]]",100
aten::expand_as,"[[1, 91], [0, 91]]",100
aten::fill_,"[[3, 3], []]",5400
aten::fill_,"[[3, 4], []]",5400
aten::fill_,"[[4, 3], []]",5400
aten::fill_,"[[4, 4], []]",5400
aten::fill_,"[[14, 14], []]",4200
aten::fill_,"[[3, 7], []]",4200
aten::fill_,"[[4, 7], []]",4200
aten::fill_,"[[7, 3], []]",4200
aten::fill_,"[[7, 4], []]",4200
aten::fill_,"[[7, 7], []]",4200
aten::fill_,"[[], []]",1002
aten::fill_,"[[21, 21], []]",600
aten::fill_,"[[21, 3], []]",600
aten::fill_,"[[21, 4], []]",600
aten::fill_,"[[28, 28], []]",600
aten::fill_,"[[3, 21], []]",600
aten::fill_,"[[3, 49], []]",600
aten::fill_,"[[4, 21], []]",600
aten::fill_,"[[4, 49], []]",600
aten::fill_,"[[49, 3], []]",600
aten::fill_,"[[49, 49], []]",600
aten::fill_,"[[49, 4], []]",600
aten::fill_,"[[56, 56], []]",600
aten::fill_,"[[0, 256, 7, 7], []]",500
aten::fill_,"[[0, 256, 14, 14], []]",250
aten::fill_,"[[0, 1], []]",150
aten::fill_,"[[1, 3, 800, 800], []]",100
aten::fill_,"[[120000], []]",100
aten::fill_,"[[1875], []]",100
aten::fill_,"[[30000], []]",100
aten::fill_,"[[507], []]",100
aten::fill_,"[[7500], []]",100
aten::fill_,"[[1, 6, 6, 1], []]",96
aten::fill_,"[[0, 1, 30, 30], []]",50
aten::fill_,"[[0, 4], []]",50
aten::fill_,"[[1, 48, 6, 1], []]",36
aten::fill_,"[[1, 6, 60, 1], []]",36
aten::fill_,"[[1, 60, 72, 512], []]",36
aten::fill_,"[[1, 48, 60, 1], []]",18
aten::fill_,"[[1, 108, 144, 256], []]",4
aten::fill_,"[[1, 192, 6, 1], []]",4
aten::fill_,"[[1, 204, 276, 128], []]",4
aten::fill_,"[[1, 24, 6, 1], []]",4
aten::fill_,"[[1, 36, 36, 1024], []]",4
aten::fill_,"[[1, 6, 132, 1], []]",4
aten::fill_,"[[1, 6, 24, 1], []]",4
aten::fill_,"[[1, 6, 264, 1], []]",4
aten::fill_,"[[1, 96, 6, 1], []]",4
aten::fill_,"[[1, 100, 256], []]",2
aten::fill_,"[[1, 192, 264, 1], []]",2
aten::fill_,"[[1, 204, 276, 1], []]",2
aten::fill_,"[[1, 24, 24, 1], []]",2
aten::fill_,"[[1, 25, 34], []]",2
aten::fill_,"[[1, 800, 1088], []]",2
aten::fill_,"[[1, 96, 132, 1], []]",2
aten::flatten,"[[0, 1024], [], []]",100
aten::flatten,"[[0, 256, 7, 7], [], []]",100
aten::flatten,"[[0, 91, 4], [], []]",100
aten::flatten,"[[1, 159882, 1], [], []]",100
aten::flatten,"[[1, 768, 1, 1], [], []]",100
aten::flatten,"[[159882, 1, 4], [], []]",100
aten::flatten,"[[2, 768, 1, 1], [], []]",100
aten::flatten,"[[4, 768, 1, 1], [], []]",100
aten::flatten,"[[8, 768, 1, 1], [], []]",100
aten::flatten,"[[1, 1024, 1, 1], [], []]",50
aten::flatten,"[[2, 1024, 1, 1], [], []]",50
aten::flatten,"[[4, 1024, 1, 1], [], []]",50
aten::flatten,"[[8, 1024, 1, 1], [], []]",50
aten::flatten,"[[1, 25, 34, 64, 2], [], []]",8
aten::flatten,"[[1, 100, 136, 64, 2], [], []]",4
aten::flatten,"[[1, 1024, 16, 16], [], []]",4
aten::flatten,"[[1, 128, 128, 128], [], []]",4
aten::flatten,"[[1, 160, 32, 32], [], []]",4
aten::flatten,"[[1, 200, 272, 64, 2], [], []]",4
aten::flatten,"[[1, 256, 16, 16], [], []]",4
aten::flatten,"[[1, 256, 25, 34], [], []]",4
aten::flatten,"[[1, 256, 64, 64], [], []]",4
aten::flatten,"[[1, 32, 128, 128], [], []]",4
aten::flatten,"[[1, 50, 68, 64, 2], [], []]",4
aten::flatten,"[[1, 64, 64, 64], [], []]",4
aten::flatten,"[[1, 640, 32, 32], [], []]",4
aten::flatten,"[[1, 1024, 1], [], []]",2
aten::flatten,"[[1, 128, 200, 272], [], []]",2
aten::flatten,"[[1, 25, 34], [], []]",2
aten::floor,[[0]],150
aten::full,"[[], [], [], [], [], []]",500
aten::full_like,"[[0, 1], [], [], [], [], [], []]",150
aten::ge,"[[0], []]",300
aten::ge,"[[4507], []]",200
aten::gelu,"[[1, 257, 5120], []]",1600
aten::gelu,"[[2, 257, 5120], []]",1600
aten::gelu,"[[4, 257, 5120], []]",1600
aten::gelu,"[[8, 257, 5120], []]",1600
aten::gelu,"[[1, 14, 14, 1536], []]",1200
aten::gelu,"[[1, 197, 4096], []]",1200
aten::gelu,"[[2, 14, 14, 1536], []]",1200
aten::gelu,"[[2, 197, 4096], []]",1200
aten::gelu,"[[4, 14, 14, 1536], []]",1200
aten::gelu,"[[4, 197, 4096], []]",1200
aten::gelu,"[[8, 14, 14, 1536], []]",1200
aten::gelu,"[[8, 197, 4096], []]",1200
aten::gelu,"[[1, 14, 14, 2048], []]",900
aten::gelu,"[[2, 14, 14, 2048], []]",900
aten::gelu,"[[4, 14, 14, 2048], []]",900
aten::gelu,"[[8, 14, 14, 2048], []]",900
aten::gelu,"[[1, 197, 3072], []]",600
aten::gelu,"[[2, 197, 3072], []]",600
aten::gelu,"[[4, 197, 3072], []]",600
aten::gelu,"[[8, 197, 3072], []]",600
aten::gelu,"[[1, 28, 28, 768], []]",200
aten::gelu,"[[1, 56, 56, 384], []]",200
aten::gelu,"[[1, 7, 7, 3072], []]",200
aten::gelu,"[[2, 28, 28, 768], []]",200
aten::gelu,"[[2, 56, 56, 384], []]",200
aten::gelu,"[[2, 7, 7, 3072], []]",200
aten::gelu,"[[4, 28, 28, 768], []]",200
aten::gelu,"[[4, 56, 56, 384], []]",200
aten::gelu,"[[4, 7, 7, 3072], []]",200
aten::gelu,"[[8, 28, 28, 768], []]",200
aten::gelu,"[[8, 56, 56, 384], []]",200
aten::gelu,"[[8, 7, 7, 3072], []]",200
aten::gelu,"[[1, 28, 28, 1024], []]",100
aten::gelu,"[[1, 56, 56, 512], []]",100
aten::gelu,"[[1, 7, 7, 4096], []]",100
aten::gelu,"[[2, 28, 28, 1024], []]",100
aten::gelu,"[[2, 56, 56, 512], []]",100
aten::gelu,"[[2, 7, 7, 4096], []]",100
aten::gelu,"[[4, 28, 28, 1024], []]",100
aten::gelu,"[[4, 56, 56, 512], []]",100
aten::gelu,"[[4, 7, 7, 4096], []]",100
aten::gelu,"[[8, 28, 28, 1024], []]",100
aten::gelu,"[[8, 56, 56, 512], []]",100
aten::gelu,"[[8, 7, 7, 4096], []]",100
aten::gelu,"[[1, 129, 3072], []]",96
aten::gelu,"[[1, 3400, 2048], []]",36
aten::gelu,"[[1, 129, 768], []]",8
aten::gelu,"[[1, 1024, 640], []]",4
aten::gelu,"[[1, 13600, 1024], []]",4
aten::gelu,"[[1, 16384, 128], []]",4
aten::gelu,"[[1, 256, 1024], []]",4
aten::gelu,"[[1, 4096, 256], []]",4
aten::gelu,"[[1, 54400, 512], []]",4
aten::gelu,"[[1, 850, 4096], []]",4
aten::group_norm,"[[1, 256, 100, 136], [], [256], [256], [], []]",4
aten::group_norm,"[[1, 256, 200, 272], [], [256], [256], [], []]",4
aten::group_norm,"[[1, 256, 50, 68], [], [256], [256], [], []]",4
aten::group_norm,"[[1, 256, 25, 34], [], [256], [256], [], []]",2
aten::gt,"[[0], []]",100
aten::index,"[[169, 12], []]",4800
aten::index,"[[169, 16], []]",3600
aten::index,"[[0], []]",900
aten::index,"[[169, 24], []]",800
aten::index,"[[169, 3], []]",800
aten::index,"[[169, 6], []]",800
aten::index,"[[0, 5], []]",600
aten::index,"[[0, 4], []]",500
aten::index,"[[169, 32], []]",400
aten::index,"[[169, 4], []]",400
aten::index,"[[169, 8], []]",400
aten::index,"[[1, 159882], []]",200
aten::index,"[[4507], []]",200
aten::index,"[[1, 159882, 4], []]",100
aten::index,"[[4507, 4], []]",100
aten::index,"[[0, 91, 28, 28], []]",50
aten::index,"[[529, 16], []]",36
aten::index,"[[529, 32], []]",4
aten::index,"[[529, 4], []]",4
aten::index,"[[529, 8], []]",4
aten::index_put_,"[[0, 256, 7, 7], [], [0, 256, 7, 7], []]",400
aten::index_put_,"[[0, 256, 14, 14], [], [0, 256, 14, 14], []]",200
aten::is_nonzero,[[]],40
aten::layer_norm,"[[1, 257, 1280], [], [1280], [1280], [], []]",3250
aten::layer_norm,"[[2, 257, 1280], [], [1280], [1280], [], []]",3250
aten::layer_norm,"[[4, 257, 1280], [], [1280], [1280], [], []]",3250
aten::layer_norm,"[[8, 257, 1280], [], [1280], [1280], [], []]",3250
aten::layer_norm,"[[1, 197, 1024], [], [1024], [1024], [], []]",2450
aten::layer_norm,"[[2, 197, 1024], [], [1024], [1024], [], []]",2450
aten::layer_norm,"[[4, 197, 1024], [], [1024], [1024], [], []]",2450
aten::layer_norm,"[[8, 197, 1024], [], [1024], [1024], [], []]",2450
aten::layer_norm,"[[1, 14, 14, 384], [], [384], [384], [], []]",2400
aten::layer_norm,"[[2, 14, 14, 384], [], [384], [384], [], []]",2400
aten::layer_norm,"[[4, 14, 14, 384], [], [384], [384], [], []]",2400
aten::layer_norm,"[[8, 14, 14, 384], [], [384], [384], [], []]",2400
aten::layer_norm,"[[1, 14, 14, 512], [], [512], [512], [], []]",1800
aten::layer_norm,"[[2, 14, 14, 512], [], [512], [512], [], []]",1800
aten::layer_norm,"[[4, 14, 14, 512], [], [512], [512], [], []]",1800
aten::layer_norm,"[[8, 14, 14, 512], [], [512], [512], [], []]",1800
aten::layer_norm,"[[1, 197, 768], [], [768], [768], [], []]",1250
aten::layer_norm,"[[2, 197, 768], [], [768], [768], [], []]",1250
aten::layer_norm,"[[4, 197, 768], [], [768], [768], [], []]",1250
aten::layer_norm,"[[8, 197, 768], [], [768], [768], [], []]",1250
aten::layer_norm,"[[1, 512, 1600], [], [1600], [1600], [], []]",776
aten::layer_norm,"[[1, 256, 1280], [], [1280], [1280], [], []]",584
aten::layer_norm,"[[1, 56, 56, 96], [], [96], [96], [], []]",500
aten::layer_norm,"[[1, 7, 7, 768], [], [768], [768], [], []]",500
aten::layer_norm,"[[2, 56, 56, 96], [], [96], [96], [], []]",500
aten::layer_norm,"[[2, 7, 7, 768], [], [768], [768], [], []]",500
aten::layer_norm,"[[4, 56, 56, 96], [], [96], [96], [], []]",500
aten::layer_norm,"[[4, 7, 7, 768], [], [768], [768], [], []]",500
aten::layer_norm,"[[8, 56, 56, 96], [], [96], [96], [], []]",500
aten::layer_norm,"[[8, 7, 7, 768], [], [768], [768], [], []]",500
aten::layer_norm,"[[1, 28, 28, 192], [], [192], [192], [], []]",400
aten::layer_norm,"[[2, 28, 28, 192], [], [192], [192], [], []]",400
aten::layer_norm,"[[4, 28, 28, 192], [], [192], [192], [], []]",400
aten::layer_norm,"[[8, 28, 28, 192], [], [192], [192], [], []]",400
aten::layer_norm,"[[1, 56, 56, 128], [], [128], [128], [], []]",250
aten::layer_norm,"[[1, 7, 7, 1024], [], [1024], [1024], [], []]",250
aten::layer_norm,"[[2, 56, 56, 128], [], [128], [128], [], []]",250
aten::layer_norm,"[[2, 7, 7, 1024], [], [1024], [1024], [], []]",250
aten::layer_norm,"[[4, 56, 56, 128], [], [128], [128], [], []]",250
aten::layer_norm,"[[4, 7, 7, 1024], [], [1024], [1024], [], []]",250
aten::layer_norm,"[[8, 56, 56, 128], [], [128], [128], [], []]",250
aten::layer_norm,"[[8, 7, 7, 1024], [], [1024], [1024], [], []]",250
aten::layer_norm,"[[1, 129, 768], [], [768], [768], [], []]",208
aten::layer_norm,"[[1, 256, 768], [], [768], [768], [], []]",200
aten::layer_norm,"[[1, 28, 28, 256], [], [256], [256], [], []]",200
aten::layer_norm,"[[2, 28, 28, 256], [], [256], [256], [], []]",200
aten::layer_norm,"[[4, 28, 28, 256], [], [256], [256], [], []]",200
aten::layer_norm,"[[8, 28, 28, 256], [], [256], [256], [], []]",200
aten::layer_norm,"[[1, 14, 14, 768], [], [768], [768], [], []]",100
aten::layer_norm,"[[1, 28, 28, 384], [], [384], [384], [], []]",100
aten::layer_norm,"[[1, 7, 7, 1536], [], [1536], [1536], [], []]",100
aten::layer_norm,"[[2, 14, 14, 768], [], [768], [768], [], []]",100
aten::layer_norm,"[[2, 28, 28, 384], [], [384], [384], [], []]",100
aten::layer_norm,"[[2, 7, 7, 1536], [], [1536], [1536], [], []]",100
aten::layer_norm,"[[4, 14, 14, 768], [], [768], [768], [], []]",100
aten::layer_norm,"[[4, 28, 28, 384], [], [384], [384], [], []]",100
aten::layer_norm,"[[4, 7, 7, 1536], [], [1536], [1536], [], []]",100
aten::layer_norm,"[[8, 14, 14, 768], [], [768], [768], [], []]",100
aten::layer_norm,"[[8, 28, 28, 384], [], [384], [384], [], []]",100
aten::layer_norm,"[[8, 7, 7, 1536], [], [1536], [1536], [], []]",100
aten::layer_norm,"[[1, 100, 256], [], [256], [256], [], []]",76
aten::layer_norm,"[[1, 3400, 512], [], [512], [512], [], []]",74
aten::layer_norm,"[[1, 14, 14, 1024], [], [1024], [1024], [], []]",50
aten::layer_norm,"[[1, 28, 28, 512], [], [512], [512], [], []]",50
aten::layer_norm,"[[1, 7, 7, 2048], [], [2048], [2048], [], []]",50
aten::layer_norm,"[[2, 14, 14, 1024], [], [1024], [1024], [], []]",50
aten::layer_norm,"[[2, 28, 28, 512], [], [512], [512], [], []]",50
aten::layer_norm,"[[2, 7, 7, 2048], [], [2048], [2048], [], []]",50
aten::layer_norm,"[[4, 14, 14, 1024], [], [1024], [1024], [], []]",50
aten::layer_norm,"[[4, 28, 28, 512], [], [512], [512], [], []]",50
aten::layer_norm,"[[4, 7, 7, 2048], [], [2048], [2048], [], []]",50
aten::layer_norm,"[[8, 14, 14, 1024], [], [1024], [1024], [], []]",50
aten::layer_norm,"[[8, 28, 28, 512], [], [512], [512], [], []]",50
aten::layer_norm,"[[8, 7, 7, 2048], [], [2048], [2048], [], []]",50
aten::layer_norm,"[[1, 850, 256], [], [256], [256], [], []]",24
aten::layer_norm,"[[1, 1024, 160], [], [160], [160], [], []]",12
aten::layer_norm,"[[1, 16384, 32], [], [32], [32], [], []]",12
aten::layer_norm,"[[1, 256, 256], [], [256], [256], [], []]",12
aten::layer_norm,"[[1, 4096, 64], [], [64], [64], [], []]",12
aten::layer_norm,"[[1, 54400, 128], [], [128], [128], [], []]",12
aten::layer_norm,"[[1, 850, 1024], [], [1024], [1024], [], []]",12
aten::layer_norm,"[[1, 13600, 256], [], [256], [256], [], []]",10
aten::layer_norm,"[[1, 256, 160], [], [160], [160], [], []]",4
aten::layer_norm,"[[1, 256, 32], [], [32], [32], [], []]",4
aten::layer_norm,"[[1, 256, 64], [], [64], [64], [], []]",4
aten::layer_norm,"[[1, 13600, 512], [], [512], [512], [], []]",2
aten::layer_norm,"[[1, 3400, 1024], [], [1024], [1024], [], []]",2
aten::layer_norm,"[[1, 850, 2048], [], [2048], [2048], [], []]",2
aten::lift_fresh,[[]],49766
aten::lift_fresh,[[3]],200
aten::log2,[[0]],150
aten::masked_fill,"[[4, 49, 49], [4, 49, 49], []]",8400
aten::masked_fill,"[[16, 49, 49], [16, 49, 49], []]",1200
aten::masked_fill,"[[64, 49, 49], [64, 49, 49], []]",1200
aten::masked_fill,"[[30, 144, 144], [30, 144, 144], []]",36
aten::masked_fill,"[[108, 144, 144], [108, 144, 144], []]",4
aten::masked_fill,"[[391, 144, 144], [391, 144, 144], []]",4
aten::masked_fill,"[[9, 144, 144], [9, 144, 144], []]",4
aten::masked_fill,"[[1, 1, 100, 850], [1, 1, 100, 850], []]",2
aten::masked_fill,"[[1, 1, 850, 850], [1, 1, 850, 850], []]",2
aten::max_pool2d,"[[1, 256, 25, 25], [], [], [], [], []]",100
aten::max_pool2d,"[[1, 64, 400, 400], [], [], [], [], []]",100
aten::max_pool2d,"[[1, 64, 400, 544], [], [], [], [], []]",2
aten::meshgrid,"[[], []]",500
aten::mul,"[[1, 256, 1, 1], [1, 256, 1, 1]]",3264
aten::mul,"[[1, 512, 1, 1], [1, 512, 1, 1]]",2244
aten::mul,"[[1, 128, 1, 1], [1, 128, 1, 1]]",1632
aten::mul,"[[1, 1024, 1, 1], [1, 1024, 1, 1]]",1428
aten::mul,"[[1, 64, 1, 1], [1, 64, 1, 1]]",1428
aten::mul,"[[16, 12, 49, 32], []]",1200
aten::mul,"[[32, 12, 49, 32], []]",1200
aten::mul,"[[4, 12, 49, 32], []]",1200
aten::mul,"[[8, 12, 49, 32], []]",1200
aten::mul,"[[1, 256, 50, 50], [1, 256, 1, 1]]",1100
aten::mul,"[[1, 32, 2049, 128], [1, 1, 2049, 128]]",1024
aten::mul,"[[16, 16, 49, 32], []]",900
aten::mul,"[[32, 16, 49, 32], []]",900
aten::mul,"[[4, 16, 49, 32], []]",900
aten::mul,"[[8, 16, 49, 32], []]",900
aten::mul,"[[1, 2048, 1, 1], [1, 2048, 1, 1]]",816
aten::mul,"[[0], []]",800
aten::mul,"[[1, 1024, 50, 50], [1, 1024, 1, 1]]",700
aten::mul,"[[1, 128, 100, 100], [1, 128, 1, 1]]",700
aten::mul,"[[1, 64, 200, 200], [1, 64, 1, 1]]",600
aten::mul,"[[1, 2049, 4096], [1, 2049, 1]]",520
aten::mul,"[[4096], [1, 2049, 4096]]",520
aten::mul,"[[1, 512, 100, 100], [1, 512, 1, 1]]",500
aten::mul,"[[1, 512, 25, 25], [1, 512, 1, 1]]",500
aten::mul,"[[0, 91], [0, 1]]",400
aten::mul,"[[1, 2048, 25, 25], [1, 2048, 1, 1]]",400
aten::mul,"[[1, 256, 200, 200], [1, 256, 1, 1]]",400
aten::mul,"[[159882, 1], [159882, 1]]",400
aten::mul,"[[1, 2049, 11008], [1, 2049, 11008]]",256
aten::mul,"[[0, 256, 14, 14], []]",250
aten::mul,"[[1, 24, 49, 32], []]",200
aten::mul,"[[100], []]",200
aten::mul,"[[128, 3, 49, 32], []]",200
aten::mul,"[[128, 6, 49, 32], []]",200
