model,batch_size,seq_len,op_name,shape,count
fasterrcnn,1,,aten::add,"[[1, 64, 400, 400], [1, 64, 1, 1], []]",50
fasterrcnn,1,,aten::add,"[[10000, 1, 4], [1, 3, 4], []]",50
fasterrcnn,1,,aten::add,"[[159882, 1], [159882, 1], []]",200
fasterrcnn,1,,aten::add,"[[159882], [159882], []]",100
fasterrcnn,1,,aten::add,"[[169, 1, 4], [1, 3, 4], []]",50
fasterrcnn,1,,aten::add,"[[2500, 1, 4], [1, 3, 4], []]",50
fasterrcnn,1,,aten::add,"[[40000, 1, 4], [1, 3, 4], []]",50
fasterrcnn,1,,aten::add,"[[625, 1, 4], [1, 3, 4], []]",50
fasterrcnn,1,,aten::add_,"[[1, 1024, 50, 50], [1, 1024, 50, 50], []]",300
fasterrcnn,1,,aten::add_,"[[1, 12, 100, 100], [1, 12, 1, 1], []]",50
fasterrcnn,1,,aten::add_,"[[1, 12, 13, 13], [1, 12, 1, 1], []]",50
fasterrcnn,1,,aten::add_,"[[1, 12, 200, 200], [1, 12, 1, 1], []]",50
fasterrcnn,1,,aten::add_,"[[1, 12, 25, 25], [1, 12, 1, 1], []]",50
fasterrcnn,1,,aten::add_,"[[1, 12, 50, 50], [1, 12, 1, 1], []]",50
fasterrcnn,1,,aten::add_,"[[1, 2048, 25, 25], [1, 2048, 25, 25], []]",150
fasterrcnn,1,,aten::add_,"[[1, 256, 100, 100], [1, 256, 1, 1], []]",150
fasterrcnn,1,,aten::add_,"[[1, 256, 13, 13], [1, 256, 1, 1], []]",50
fasterrcnn,1,,aten::add_,"[[1, 256, 200, 200], [1, 256, 1, 1], []]",150
fasterrcnn,1,,aten::add_,"[[1, 256, 200, 200], [1, 256, 200, 200], []]",150
fasterrcnn,1,,aten::add_,"[[1, 256, 25, 25], [1, 256, 1, 1], []]",150
fasterrcnn,1,,aten::add_,"[[1, 256, 50, 50], [1, 256, 1, 1], []]",150
fasterrcnn,1,,aten::add_,"[[1, 3, 100, 100], [1, 3, 1, 1], []]",50
fasterrcnn,1,,aten::add_,"[[1, 3, 13, 13], [1, 3, 1, 1], []]",50
fasterrcnn,1,,aten::add_,"[[1, 3, 200, 200], [1, 3, 1, 1], []]",50
fasterrcnn,1,,aten::add_,"[[1, 3, 25, 25], [1, 3, 1, 1], []]",50
fasterrcnn,1,,aten::add_,"[[1, 3, 50, 50], [1, 3, 1, 1], []]",50
fasterrcnn,1,,aten::add_,"[[1, 512, 100, 100], [1, 512, 100, 100], []]",200
fasterrcnn,1,,aten::arange,"[[], [], [], [0]]",600
fasterrcnn,1,,aten::arange,"[[], [], [], [], [], []]",500
fasterrcnn,1,,aten::arange,"[[], [], [], [], []]",100
fasterrcnn,1,,aten::cat,"[[], []]",1050
fasterrcnn,1,,aten::clamp,"[[0, 182], [], []]",100
fasterrcnn,1,,aten::clamp,"[[0, 91], [], []]",100
fasterrcnn,1,,aten::clamp,"[[0], [], []]",50
fasterrcnn,1,,aten::clamp,"[[159882, 1], [], []]",100
fasterrcnn,1,,aten::clamp,"[[4507, 2], [], []]",100
fasterrcnn,1,,aten::copy_,"[[0, 4], [0, 4], []]",50
fasterrcnn,1,,aten::copy_,"[[0], [0], []]",50
fasterrcnn,1,,aten::copy_,"[[1, 100, 100, 3, 1], [1, 100, 100, 3, 1], []]",50
fasterrcnn,1,,aten::copy_,"[[1, 100, 100, 3, 4], [1, 100, 100, 3, 4], []]",50
fasterrcnn,1,,aten::copy_,"[[1, 13, 13, 3, 1], [1, 13, 13, 3, 1], []]",50
fasterrcnn,1,,aten::copy_,"[[1, 13, 13, 3, 4], [1, 13, 13, 3, 4], []]",50
fasterrcnn,1,,aten::copy_,"[[1, 200, 200, 3, 1], [1, 200, 200, 3, 1], []]",50
fasterrcnn,1,,aten::copy_,"[[1, 200, 200, 3, 4], [1, 200, 200, 3, 4], []]",50
fasterrcnn,1,,aten::copy_,"[[1, 25, 25, 3, 1], [1, 25, 25, 3, 1], []]",50
fasterrcnn,1,,aten::copy_,"[[1, 25, 25, 3, 4], [1, 25, 25, 3, 4], []]",50
fasterrcnn,1,,aten::copy_,"[[1, 3, 224, 224], [1, 3, 224, 224], []]",50
fasterrcnn,1,,aten::copy_,"[[1, 4507, 1], [1, 4507, 1], []]",50
fasterrcnn,1,,aten::copy_,"[[1, 4507], [1, 4507], []]",100
fasterrcnn,1,,aten::copy_,"[[1, 50, 50, 3, 1], [1, 50, 50, 3, 1], []]",50
fasterrcnn,1,,aten::copy_,"[[1, 50, 50, 3, 4], [1, 50, 50, 3, 4], []]",50
fasterrcnn,1,,aten::copy_,"[[100, 100], [100, 100], []]",100
fasterrcnn,1,,aten::copy_,"[[13, 13], [13, 13], []]",100
fasterrcnn,1,,aten::copy_,"[[200, 200], [200, 200], []]",100
fasterrcnn,1,,aten::copy_,"[[25, 25], [25, 25], []]",100
fasterrcnn,1,,aten::copy_,"[[3, 800, 800], [3, 800, 800], []]",50
fasterrcnn,1,,aten::copy_,"[[3], [3], []]",100
fasterrcnn,1,,aten::copy_,"[[50, 50], [50, 50], []]",100
fasterrcnn,1,,aten::copy_,"[[], [], []]",400
fasterrcnn,1,,aten::detach,"[[159882, 1]]",50
fasterrcnn,1,,aten::detach,"[[159882, 4]]",50
fasterrcnn,1,,aten::detach_,[[]],450
fasterrcnn,1,,aten::div,"[[0, 91], []]",200
fasterrcnn,1,,aten::div,"[[0], []]",50
fasterrcnn,1,,aten::div,"[[159882, 1], []]",200
fasterrcnn,1,,aten::div,"[[3, 224, 224], [3, 1, 1]]",50
fasterrcnn,1,,aten::div,"[[], []]",100
fasterrcnn,1,,aten::empty,"[[], [], [], [], [], []]",3450
fasterrcnn,1,,aten::eq,"[[0], []]",200
fasterrcnn,1,,aten::exp,"[[0, 91]]",100
fasterrcnn,1,,aten::exp,"[[159882, 1]]",100
fasterrcnn,1,,aten::expand_as,"[[1, 159882], [1, 159882]]",50
fasterrcnn,1,,aten::expand_as,"[[1, 91], [0, 91]]",50
fasterrcnn,1,,aten::fill_,"[[0, 1], []]",50
fasterrcnn,1,,aten::fill_,"[[0, 256, 7, 7], []]",250
fasterrcnn,1,,aten::fill_,"[[1, 3, 800, 800], []]",50
fasterrcnn,1,,aten::fill_,"[[120000], []]",50
fasterrcnn,1,,aten::fill_,"[[1875], []]",50
fasterrcnn,1,,aten::fill_,"[[30000], []]",50
fasterrcnn,1,,aten::fill_,"[[507], []]",50
fasterrcnn,1,,aten::fill_,"[[7500], []]",50
fasterrcnn,1,,aten::fill_,"[[], []]",500
fasterrcnn,1,,aten::flatten,"[[0, 1024], [], []]",50
fasterrcnn,1,,aten::flatten,"[[0, 256, 7, 7], [], []]",50
fasterrcnn,1,,aten::flatten,"[[0, 91, 4], [], []]",50
fasterrcnn,1,,aten::flatten,"[[1, 159882, 1], [], []]",50
fasterrcnn,1,,aten::flatten,"[[159882, 1, 4], [], []]",50
fasterrcnn,1,,aten::floor,[[0]],50
fasterrcnn,1,,aten::full,"[[], [], [], [], [], []]",250
fasterrcnn,1,,aten::full_like,"[[0, 1], [], [], [], [], [], []]",50
fasterrcnn,1,,aten::ge,"[[0], []]",150
fasterrcnn,1,,aten::ge,"[[4507], []]",100
fasterrcnn,1,,aten::gt,"[[0], []]",50
fasterrcnn,1,,aten::index,"[[0, 4], []]",250
fasterrcnn,1,,aten::index,"[[0, 5], []]",200
fasterrcnn,1,,aten::index,"[[0], []]",450
fasterrcnn,1,,aten::index,"[[1, 159882, 4], []]",50
fasterrcnn,1,,aten::index,"[[1, 159882], []]",100
fasterrcnn,1,,aten::index,"[[4507, 4], []]",50
fasterrcnn,1,,aten::index,"[[4507], []]",100
fasterrcnn,1,,aten::index_put_,"[[0, 256, 7, 7], [], [0, 256, 7, 7], []]",200
fasterrcnn,1,,aten::lift_fresh,[[3]],100
fasterrcnn,1,,aten::lift_fresh,[[]],450
fasterrcnn,1,,aten::log2,[[0]],50
fasterrcnn,1,,aten::max_pool2d,"[[1, 256, 25, 25], [], [], [], [], []]",50
fasterrcnn,1,,aten::max_pool2d,"[[1, 64, 400, 400], [], [], [], [], []]",50
fasterrcnn,1,,aten::meshgrid,"[[], []]",250
fasterrcnn,1,,aten::mul,"[[0, 91], [0, 1]]",200
fasterrcnn,1,,aten::mul,"[[0], [0]]",50
fasterrcnn,1,,aten::mul,"[[0], []]",300
fasterrcnn,1,,aten::mul,"[[1, 1024, 1, 1], [1, 1024, 1, 1]]",700
fasterrcnn,1,,aten::mul,"[[1, 1024, 50, 50], [1, 1024, 1, 1]]",350
fasterrcnn,1,,aten::mul,"[[1, 128, 1, 1], [1, 128, 1, 1]]",800
fasterrcnn,1,,aten::mul,"[[1, 128, 100, 100], [1, 128, 1, 1]]",350
fasterrcnn,1,,aten::mul,"[[1, 128, 200, 200], [1, 128, 1, 1]]",50
fasterrcnn,1,,aten::mul,"[[1, 2048, 1, 1], [1, 2048, 1, 1]]",400
fasterrcnn,1,,aten::mul,"[[1, 2048, 25, 25], [1, 2048, 1, 1]]",200
fasterrcnn,1,,aten::mul,"[[1, 256, 1, 1], [1, 256, 1, 1]]",1600
fasterrcnn,1,,aten::mul,"[[1, 256, 100, 100], [1, 256, 1, 1]]",50
fasterrcnn,1,,aten::mul,"[[1, 256, 200, 200], [1, 256, 1, 1]]",200
fasterrcnn,1,,aten::mul,"[[1, 256, 50, 50], [1, 256, 1, 1]]",550
fasterrcnn,1,,aten::mul,"[[1, 512, 1, 1], [1, 512, 1, 1]]",1100
fasterrcnn,1,,aten::mul,"[[1, 512, 100, 100], [1, 512, 1, 1]]",250
fasterrcnn,1,,aten::mul,"[[1, 512, 25, 25], [1, 512, 1, 1]]",250
fasterrcnn,1,,aten::mul,"[[1, 512, 50, 50], [1, 512, 1, 1]]",50
fasterrcnn,1,,aten::mul,"[[1, 64, 1, 1], [1, 64, 1, 1]]",700
fasterrcnn,1,,aten::mul,"[[1, 64, 200, 200], [1, 64, 1, 1]]",300
fasterrcnn,1,,aten::mul,"[[1, 64, 400, 400], [1, 64, 1, 1]]",50
fasterrcnn,1,,aten::mul,"[[100], []]",100
fasterrcnn,1,,aten::mul,"[[13], []]",100
fasterrcnn,1,,aten::mul,"[[159882, 1], [159882, 1]]",200
fasterrcnn,1,,aten::mul,"[[159882], []]",100
fasterrcnn,1,,aten::mul,"[[200], []]",100
fasterrcnn,1,,aten::mul,"[[25], []]",100
fasterrcnn,1,,aten::mul,"[[50], []]",100
fasterrcnn,1,,aten::mul,"[[], [0, 91]]",100
fasterrcnn,1,,aten::mul,"[[], [159882, 1]]",100
fasterrcnn,1,,aten::new_full,"[[3, 800, 800], [], [], [], [], [], []]",50
fasterrcnn,1,,aten::permute,"[[1, 3, 1, 100, 100], []]",50
fasterrcnn,1,,aten::permute,"[[1, 3, 1, 13, 13], []]",50
fasterrcnn,1,,aten::permute,"[[1, 3, 1, 200, 200], []]",50
fasterrcnn,1,,aten::permute,"[[1, 3, 1, 25, 25], []]",50
fasterrcnn,1,,aten::permute,"[[1, 3, 1, 50, 50], []]",50
fasterrcnn,1,,aten::permute,"[[1, 3, 4, 100, 100], []]",50
fasterrcnn,1,,aten::permute,"[[1, 3, 4, 13, 13], []]",50
fasterrcnn,1,,aten::permute,"[[1, 3, 4, 200, 200], []]",50
fasterrcnn,1,,aten::permute,"[[1, 3, 4, 25, 25], []]",50
fasterrcnn,1,,aten::permute,"[[1, 3, 4, 50, 50], []]",50
fasterrcnn,1,,aten::relu,"[[0, 1024]]",100
fasterrcnn,1,,aten::relu_,"[[1, 1024, 50, 50]]",300
fasterrcnn,1,,aten::relu_,"[[1, 128, 100, 100]]",350
fasterrcnn,1,,aten::relu_,"[[1, 128, 200, 200]]",50
fasterrcnn,1,,aten::relu_,"[[1, 2048, 25, 25]]",150
fasterrcnn,1,,aten::relu_,"[[1, 256, 100, 100]]",100
fasterrcnn,1,,aten::relu_,"[[1, 256, 13, 13]]",50
fasterrcnn,1,,aten::relu_,"[[1, 256, 200, 200]]",200
fasterrcnn,1,,aten::relu_,"[[1, 256, 25, 25]]",50
fasterrcnn,1,,aten::relu_,"[[1, 256, 50, 50]]",600
fasterrcnn,1,,aten::relu_,"[[1, 512, 100, 100]]",200
fasterrcnn,1,,aten::relu_,"[[1, 512, 25, 25]]",250
fasterrcnn,1,,aten::relu_,"[[1, 512, 50, 50]]",50
fasterrcnn,1,,aten::relu_,"[[1, 64, 200, 200]]",300
fasterrcnn,1,,aten::relu_,"[[1, 64, 400, 400]]",50
fasterrcnn,1,,aten::reshape,"[[0, 182, 2], []]",50
fasterrcnn,1,,aten::reshape,"[[0, 363], []]",50
fasterrcnn,1,,aten::reshape,"[[0, 90], []]",100
fasterrcnn,1,,aten::reshape,"[[0], []]",1250
fasterrcnn,1,,aten::reshape,"[[1, 100, 100, 3, 1], []]",50
fasterrcnn,1,,aten::reshape,"[[1, 100, 100, 3, 4], []]",50
fasterrcnn,1,,aten::reshape,"[[1, 13, 13, 3, 1], []]",50
fasterrcnn,1,,aten::reshape,"[[1, 13, 13, 3, 4], []]",50
fasterrcnn,1,,aten::reshape,"[[1, 159882, 4], []]",50
fasterrcnn,1,,aten::reshape,"[[1, 200, 200, 3, 1], []]",50
fasterrcnn,1,,aten::reshape,"[[1, 200, 200, 3, 4], []]",50
fasterrcnn,1,,aten::reshape,"[[1, 25, 25, 3, 1], []]",50
fasterrcnn,1,,aten::reshape,"[[1, 25, 25, 3, 4], []]",50
fasterrcnn,1,,aten::reshape,"[[1, 4507], []]",300
fasterrcnn,1,,aten::reshape,"[[1, 50, 50, 3, 1], []]",50
fasterrcnn,1,,aten::reshape,"[[1, 50, 50, 3, 4], []]",50
fasterrcnn,1,,aten::reshape,"[[100, 100], []]",100
fasterrcnn,1,,aten::reshape,"[[10000, 3, 4], []]",50
fasterrcnn,1,,aten::reshape,"[[1024], []]",1400
fasterrcnn,1,,aten::reshape,"[[128], []]",1600
fasterrcnn,1,,aten::reshape,"[[12], []]",250
fasterrcnn,1,,aten::reshape,"[[13, 13], []]",100
fasterrcnn,1,,aten::reshape,"[[159882, 1], []]",50
fasterrcnn,1,,aten::reshape,"[[159882, 4], []]",100
fasterrcnn,1,,aten::reshape,"[[159882], []]",50
fasterrcnn,1,,aten::reshape,"[[169, 3, 4], []]",50
fasterrcnn,1,,aten::reshape,"[[200, 200], []]",100
fasterrcnn,1,,aten::reshape,"[[2048], []]",800
fasterrcnn,1,,aten::reshape,"[[25, 25], []]",100
fasterrcnn,1,,aten::reshape,"[[2500, 3, 4], []]",50
fasterrcnn,1,,aten::reshape,"[[256], []]",3850
fasterrcnn,1,,aten::reshape,"[[3], []]",250
fasterrcnn,1,,aten::reshape,"[[40000, 3, 4], []]",50
fasterrcnn,1,,aten::reshape,"[[4507, 2, 2], []]",50
fasterrcnn,1,,aten::reshape,"[[50, 50], []]",100
fasterrcnn,1,,aten::reshape,"[[512], []]",2200
fasterrcnn,1,,aten::reshape,"[[625, 3, 4], []]",50
fasterrcnn,1,,aten::reshape,"[[64], []]",1400
fasterrcnn,1,,aten::select,"[[0, 1], [], []]",400
fasterrcnn,1,,aten::select,"[[0, 4], [], []]",900
fasterrcnn,1,,aten::select,"[[1, 3, 100, 100], [], []]",50
fasterrcnn,1,,aten::select,"[[1, 3, 13, 13], [], []]",50
fasterrcnn,1,,aten::select,"[[1, 3, 200, 200], [], []]",50
fasterrcnn,1,,aten::select,"[[1, 3, 224, 224], [], []]",100
fasterrcnn,1,,aten::select,"[[1, 3, 25, 25], [], []]",50
fasterrcnn,1,,aten::select,"[[1, 3, 50, 50], [], []]",50
fasterrcnn,1,,aten::select,"[[1, 3, 800, 800], [], []]",100
fasterrcnn,1,,aten::select,"[[1, 4507, 4], [], []]",50
fasterrcnn,1,,aten::select,"[[1, 4507], [], []]",100
fasterrcnn,1,,aten::select,"[[159882, 4], [], []]",300
fasterrcnn,1,,aten::select,"[[4507, 4], [], []]",200
fasterrcnn,1,,aten::sigmoid,"[[1, 4507]]",50
fasterrcnn,1,,aten::slice,"[[0, 364], [], [], [], []]",600
fasterrcnn,1,,aten::slice,"[[0, 4], [], [], [], []]",800
fasterrcnn,1,,aten::slice,"[[0, 91], [], [], [], []]",200
fasterrcnn,1,,aten::slice,"[[0], [], [], [], []]",400
fasterrcnn,1,,aten::slice,"[[159882, 4], [], [], [], []]",750
fasterrcnn,1,,aten::slice,"[[159882], [], [], [], []]",300
fasterrcnn,1,,aten::slice,"[[1], [], [], [], []]",50
fasterrcnn,1,,aten::slice,"[[3], [], [], [], []]",100
fasterrcnn,1,,aten::slice,"[[4507, 4], [], [], [], []]",300
fasterrcnn,1,,aten::softmax,"[[0, 91], [], []]",50
fasterrcnn,1,,aten::split_with_sizes,"[[0, 364], [], []]",50
fasterrcnn,1,,aten::split_with_sizes,"[[0, 91], [], []]",50
fasterrcnn,1,,aten::split_with_sizes,"[[1, 159882], [], []]",50
fasterrcnn,1,,aten::sqrt,[[0]],50
fasterrcnn,1,,aten::stack,"[[], []]",500
fasterrcnn,1,,aten::sub,"[[0, 91], [0, 91], []]",100
fasterrcnn,1,,aten::sub,"[[0], [0], []]",300
fasterrcnn,1,,aten::sub,"[[0], [], []]",50
fasterrcnn,1,,aten::sub,"[[1, 1024, 1, 1], [1, 1024, 1, 1], []]",350
fasterrcnn,1,,aten::sub,"[[1, 128, 1, 1], [1, 128, 1, 1], []]",400
fasterrcnn,1,,aten::sub,"[[1, 2048, 1, 1], [1, 2048, 1, 1], []]",200
fasterrcnn,1,,aten::sub,"[[1, 256, 1, 1], [1, 256, 1, 1], []]",800
fasterrcnn,1,,aten::sub,"[[1, 512, 1, 1], [1, 512, 1, 1], []]",550
fasterrcnn,1,,aten::sub,"[[1, 64, 1, 1], [1, 64, 1, 1], []]",350
fasterrcnn,1,,aten::sub,"[[159882, 1], [159882, 1], []]",100
fasterrcnn,1,,aten::sub,"[[159882], [159882], []]",100
fasterrcnn,1,,aten::sub,"[[3, 224, 224], [3, 1, 1], []]",50
fasterrcnn,1,,aten::sub,"[[4507], [4507], []]",100
fasterrcnn,1,,aten::to,"[[0, 182], [], [], [], []]",100
fasterrcnn,1,,aten::to,"[[0, 256, 7, 7], [], [], [], []]",200
fasterrcnn,1,,aten::to,"[[0, 4], [], [], [], []]",100
fasterrcnn,1,,aten::to,"[[0, 91], [], [], [], []]",100
fasterrcnn,1,,aten::to,"[[0], [], [], [], []]",150
fasterrcnn,1,,aten::to,"[[1, 3, 224, 224], [], [], [], [], [], [], []]",50
fasterrcnn,1,,aten::to,"[[159882, 1], [], [], [], []]",100
fasterrcnn,1,,aten::to,"[[159882, 4], [], [], [], []]",50
fasterrcnn,1,,aten::to,"[[3, 4], [], [], [], [], []]",250
fasterrcnn,1,,aten::to,"[[3], [], [], [], [], []]",100
fasterrcnn,1,,aten::to,"[[4507, 2], [], [], [], []]",100
fasterrcnn,1,,aten::to,"[[], [], [], [], [], []]",450
fasterrcnn,1,,aten::topk,"[[1, 120000], [], [], [], []]",50
fasterrcnn,1,,aten::topk,"[[1, 1875], [], [], [], []]",50
fasterrcnn,1,,aten::topk,"[[1, 30000], [], [], [], []]",50
fasterrcnn,1,,aten::topk,"[[1, 507], [], [], [], []]",50
fasterrcnn,1,,aten::topk,"[[1, 7500], [], [], [], []]",50
fasterrcnn,1,,aten::unbind,"[[0, 1], []]",400
fasterrcnn,1,,aten::unbind,"[[0, 4], []]",50
fasterrcnn,1,,aten::unbind,"[[1, 3, 224, 224], []]",100
fasterrcnn,1,,aten::unbind,"[[1, 4507, 4], []]",50
fasterrcnn,1,,aten::unbind,"[[1, 4507], []]",100
fasterrcnn,1,,aten::unsqueeze,"[[0, 182], []]",100
fasterrcnn,1,,aten::unsqueeze,"[[0, 91], []]",200
fasterrcnn,1,,aten::unsqueeze,"[[0], []]",500
fasterrcnn,1,,aten::unsqueeze,"[[10000], []]",200
fasterrcnn,1,,aten::unsqueeze,"[[159882, 1], []]",200
fasterrcnn,1,,aten::unsqueeze,"[[159882], []]",300
fasterrcnn,1,,aten::unsqueeze,"[[169], []]",200
fasterrcnn,1,,aten::unsqueeze,"[[1], []]",50
fasterrcnn,1,,aten::unsqueeze,"[[2500], []]",200
fasterrcnn,1,,aten::unsqueeze,"[[3, 1], []]",100
fasterrcnn,1,,aten::unsqueeze,"[[3, 224, 224], []]",50
fasterrcnn,1,,aten::unsqueeze,"[[3], []]",100
fasterrcnn,1,,aten::unsqueeze,"[[40000], []]",200
fasterrcnn,1,,aten::unsqueeze,"[[4507, 2], []]",100
fasterrcnn,1,,aten::unsqueeze,"[[625], []]",200
fasterrcnn,1,,aten::upsample_bilinear2d,"[[1, 3, 224, 224], [], [], []]",50
fasterrcnn,1,,aten::upsample_nearest2d,"[[1, 256, 100, 100], [], []]",50
fasterrcnn,1,,aten::upsample_nearest2d,"[[1, 256, 25, 25], [], []]",50
fasterrcnn,1,,aten::upsample_nearest2d,"[[1, 256, 50, 50], [], []]",50
fasterrcnn,1,,aten::view,"[[0, 182, 2], []]",50
fasterrcnn,1,,aten::view,"[[0, 256, 7, 7], []]",50
fasterrcnn,1,,aten::view,"[[0, 363], []]",50
fasterrcnn,1,,aten::view,"[[0, 90], []]",100
fasterrcnn,1,,aten::view,"[[0, 91, 4], []]",50
fasterrcnn,1,,aten::view,"[[0], []]",1250
fasterrcnn,1,,aten::view,"[[1, 12, 100, 100], []]",50
fasterrcnn,1,,aten::view,"[[1, 12, 13, 13], []]",50
fasterrcnn,1,,aten::view,"[[1, 12, 200, 200], []]",50
fasterrcnn,1,,aten::view,"[[1, 12, 25, 25], []]",50
fasterrcnn,1,,aten::view,"[[1, 12, 50, 50], []]",50
fasterrcnn,1,,aten::view,"[[1, 159882, 1], []]",50
fasterrcnn,1,,aten::view,"[[1, 159882, 4], []]",50
fasterrcnn,1,,aten::view,"[[1, 3, 100, 100], []]",50
fasterrcnn,1,,aten::view,"[[1, 3, 13, 13], []]",50
fasterrcnn,1,,aten::view,"[[1, 3, 200, 200], []]",50
fasterrcnn,1,,aten::view,"[[1, 3, 25, 25], []]",50
fasterrcnn,1,,aten::view,"[[1, 3, 50, 50], []]",50
fasterrcnn,1,,aten::view,"[[1, 4507], []]",150
fasterrcnn,1,,aten::view,"[[10000, 3, 4], []]",50
fasterrcnn,1,,aten::view,"[[10000, 4], []]",50
fasterrcnn,1,,aten::view,"[[100], []]",100
fasterrcnn,1,,aten::view,"[[1024], []]",1400
fasterrcnn,1,,aten::view,"[[128], []]",1600
fasterrcnn,1,,aten::view,"[[12], []]",250
fasterrcnn,1,,aten::view,"[[13], []]",100
fasterrcnn,1,,aten::view,"[[159882, 1, 4], []]",100
fasterrcnn,1,,aten::view,"[[159882, 1], []]",50
fasterrcnn,1,,aten::view,"[[159882, 4], []]",100
fasterrcnn,1,,aten::view,"[[159882], []]",50
fasterrcnn,1,,aten::view,"[[169, 3, 4], []]",50
fasterrcnn,1,,aten::view,"[[169, 4], []]",50
fasterrcnn,1,,aten::view,"[[200], []]",100
fasterrcnn,1,,aten::view,"[[2048], []]",800
fasterrcnn,1,,aten::view,"[[2500, 3, 4], []]",50
fasterrcnn,1,,aten::view,"[[2500, 4], []]",50
fasterrcnn,1,,aten::view,"[[256], []]",3850
fasterrcnn,1,,aten::view,"[[25], []]",100
fasterrcnn,1,,aten::view,"[[3, 4], []]",250
fasterrcnn,1,,aten::view,"[[3], []]",250
fasterrcnn,1,,aten::view,"[[40000, 3, 4], []]",50
fasterrcnn,1,,aten::view,"[[40000, 4], []]",50
fasterrcnn,1,,aten::view,"[[4507, 2, 2], []]",50
fasterrcnn,1,,aten::view,"[[50], []]",100
fasterrcnn,1,,aten::view,"[[512], []]",2200
fasterrcnn,1,,aten::view,"[[625, 3, 4], []]",50
fasterrcnn,1,,aten::view,"[[625, 4], []]",50
fasterrcnn,1,,aten::view,"[[64], []]",1400
fasterrcnn,1,,aten::view,"[[91], []]",50
fasterrcnn,1,,aten::where,[[0]],350
fasterrcnn,1,,aten::where,[[4507]],50
fasterrcnn,1,,aten::zeros,"[[], [], [], [], []]",250
fasterrcnn,1,,cudadevicesynchronize,[],51
fasterrcnn,1,,frozenbatchnorm2d_prof,"[[1, 1024, 50, 50]]",770
fasterrcnn,1,,frozenbatchnorm2d_prof,"[[1, 128, 100, 100]]",770
fasterrcnn,1,,frozenbatchnorm2d_prof,"[[1, 128, 200, 200]]",110
fasterrcnn,1,,frozenbatchnorm2d_prof,"[[1, 2048, 25, 25]]",440
fasterrcnn,1,,frozenbatchnorm2d_prof,"[[1, 256, 100, 100]]",110
fasterrcnn,1,,frozenbatchnorm2d_prof,"[[1, 256, 200, 200]]",440
fasterrcnn,1,,frozenbatchnorm2d_prof,"[[1, 256, 50, 50]]",1210
fasterrcnn,1,,frozenbatchnorm2d_prof,"[[1, 512, 100, 100]]",550
fasterrcnn,1,,frozenbatchnorm2d_prof,"[[1, 512, 25, 25]]",550
fasterrcnn,1,,frozenbatchnorm2d_prof,"[[1, 512, 50, 50]]",110
fasterrcnn,1,,frozenbatchnorm2d_prof,"[[1, 64, 200, 200]]",660
fasterrcnn,1,,frozenbatchnorm2d_prof,"[[1, 64, 400, 400]]",110
fasterrcnn,1,,torchvision::roi_align,"[[1, 256, 100, 100], [0, 5], [], [], [], [], []]",50
fasterrcnn,1,,torchvision::roi_align,"[[1, 256, 200, 200], [0, 5], [], [], [], [], []]",50
fasterrcnn,1,,torchvision::roi_align,"[[1, 256, 25, 25], [0, 5], [], [], [], [], []]",50
fasterrcnn,1,,torchvision::roi_align,"[[1, 256, 50, 50], [0, 5], [], [], [], [], []]",50
gpt2,1,256,aten::add,"[[1, 256, 3072], [1, 256, 3072], []]",24
gpt2,1,256,aten::add,"[[1, 256, 3072], [], []]",24
gpt2,1,256,aten::add,"[[1, 256, 768], [1, 256, 768], []]",50
gpt2,1,256,aten::all,"[[1, 256]]",2
gpt2,1,256,aten::arange,"[[], [], [], [0]]",2
gpt2,1,256,aten::arange,"[[], [], [], [], [], []]",2
gpt2,1,256,aten::dropout,"[[1, 256, 768], [], []]",50
gpt2,1,256,aten::embedding,"[[1024, 768], [1, 256], [], [], []]",2
gpt2,1,256,aten::embedding,"[[50257, 768], [1, 256], [], [], []]",2
gpt2,1,256,aten::eq,"[[1, 256], []]",2
gpt2,1,256,aten::is_nonzero,[[]],2
gpt2,1,256,aten::layer_norm,"[[1, 256, 768], [], [768], [768], [], []]",50
gpt2,1,256,aten::permute,"[[1, 256, 12, 64], []]",72
gpt2,1,256,aten::split,"[[1, 256, 2304], [], []]",24
gpt2,1,256,aten::transpose,"[[1, 12, 256, 64], [], []]",96
gpt2,1,256,aten::transpose,"[[1, 256, 12, 64], [], []]",24
gpt2,1,256,aten::transpose,"[[50257, 768], [], []]",2
gpt2,1,256,aten::unsqueeze,"[[256], []]",2
gpt2,1,256,aten::view,"[[1, 256, 12, 64], []]",24
gpt2,1,256,aten::view,"[[1, 256, 3072], []]",24
gpt2,1,256,aten::view,"[[1, 256, 768], []]",148
gpt2,1,256,aten::view,"[[1, 256], []]",8
gpt2,1,256,aten::view,"[[256, 2304], []]",24
gpt2,1,256,aten::view,"[[256, 3072], []]",24
gpt2,1,256,aten::view,"[[256, 768], []]",52
gpt2,1,256,aten::view,"[[256], []]",100
gpt2,1,256,cudadevicesynchronize,[],3
gpt2,1,256,newgeluactivation_prof,"[[1, 256, 3072]]",168
gpt2,2,256,aten::add,"[[1, 256, 3072], [1, 256, 3072], []]",24
gpt2,2,256,aten::add,"[[1, 256, 3072], [], []]",24
gpt2,2,256,aten::add,"[[1, 256, 768], [1, 256, 768], []]",50
gpt2,2,256,aten::all,"[[1, 256]]",2
gpt2,2,256,aten::arange,"[[], [], [], [0]]",2
